AK,1,2016,37.6,52.8
AL,1,2016,34.1,63.5
AL,2,2016,33,64.9
AL,3,2016,32.3,65.3
AL,4,2016,17.4,80.4
AL,5,2016,31.3,64.7
AL,6,2016,26.1,70.8
AL,7,2016,69.8,28.6
AR,1,2016,30.2,65
AR,2,2016,41.7,52.4
AR,3,2016,30.5,61.9
AR,4,2016,31.3,64.2
AZ,1,2016,46.6,47.7
AZ,2,2016,49.6,44.7
AZ,3,2016,62.4,32.5
AZ,4,2016,27.5,67.7
AZ,5,2016,36.5,57.6
AZ,6,2016,42.4,52.4
AZ,7,2016,71.8,22.6
AZ,8,2016,37,58.1
AZ,9,2016,54.7,38.4
CA,1,2016,36.5,56.2
CA,2,2016,69,23.3
CA,3,2016,53,40.4
CA,4,2016,39.3,54
CA,5,2016,69.2,24.3
CA,6,2016,69.2,24.4
CA,7,2016,52.3,40.9
CA,8,2016,39.6,54.7
CA,9,2016,56.6,38
CA,10,2016,48.5,45.5
CA,11,2016,71.5,22.7
CA,12,2016,86.2,8.7
CA,13,2016,87.4,6.8
CA,14,2016,76.9,18.2
CA,15,2016,69.9,24.2
CA,16,2016,58,36.4
CA,17,2016,73.9,20.5
CA,18,2016,73.4,20.2
CA,19,2016,72.9,21.5
CA,20,2016,70.4,23.2
CA,21,2016,55.2,39.7
CA,22,2016,42.6,52.1
CA,23,2016,36.1,58.1
CA,24,2016,56.7,36.5
CA,25,2016,50.3,43.6
CA,26,2016,57.9,36
CA,27,2016,66,28.4
CA,28,2016,72.1,22.3
CA,29,2016,77.7,16.8
CA,30,2016,69.1,25.7
CA,31,2016,57.7,36.6
CA,32,2016,66.6,27.7
CA,33,2016,67.8,26.5
CA,34,2016,83.6,10.7
CA,35,2016,67.7,26.9
CA,36,2016,52.2,43.4
CA,37,2016,85.7,9.6
CA,38,2016,67,27.4
CA,39,2016,51.5,42.9
CA,40,2016,82.2,12.8
CA,41,2016,61,33.1
CA,42,2016,41.4,53.4
CA,43,2016,78.4,16.7
CA,44,2016,83,12.3
CA,45,2016,49.8,44.4
CA,46,2016,66.3,27.9
CA,47,2016,62.6,31
CA,48,2016,47.9,46.2
CA,49,2016,50.7,43.2
CA,50,2016,39.6,54.6
CA,51,2016,71.8,22.8
CA,52,2016,58.1,35.6
CA,53,2016,64.5,29.6
CO,1,2016,69,23.2
CO,2,2016,56.2,34.9
CO,3,2016,40,52
CO,4,2016,34.3,57.4
CO,5,2016,33.2,57.2
CO,6,2016,50.2,41.3
CO,7,2016,51.4,39.4
CT,1,2016,59.4,36.3
CT,2,2016,48.7,45.8
CT,3,2016,55.9,40.4
CT,4,2016,59.6,36.6
CT,5,2016,49.9,45.8
DE,1,2016,53.4,41.9
FL,1,2016,28.2,67.5
FL,2,2016,30.6,66.2
FL,3,2016,40.2,56.2
FL,4,2016,34.1,62.1
FL,5,2016,61.3,35.9
FL,6,2016,39.9,56.9
FL,7,2016,51.4,44.1
FL,8,2016,37.7,58.4
FL,9,2016,54.8,41.9
FL,10,2016,61.8,34.9
FL,11,2016,32.5,64.8
FL,12,2016,38.8,57.4
FL,13,2016,49.6,46.4
FL,14,2016,57.2,39
FL,15,2016,43.1,53.1
FL,16,2016,43,53.7
FL,17,2016,35,62.2
FL,18,2016,44.1,53.3
FL,19,2016,37.5,59.6
FL,20,2016,80.2,18.1
FL,21,2016,58.6,39.1
FL,22,2016,56.8,41
FL,23,2016,61.9,35.8
FL,24,2016,82.9,15.4
FL,25,2016,47.9,49.7
FL,26,2016,56.8,40.5
FL,27,2016,58.5,38.9
GA,1,2016,40.9,56.4
GA,2,2016,55,43.3
GA,3,2016,32.8,64.3
GA,4,2016,75.3,22.2
GA,5,2016,85,11.9
GA,6,2016,46.8,48.3
GA,7,2016,44.8,51.1
GA,8,2016,34.4,63.3
GA,9,2016,19.3,77.8
GA,10,2016,35.8,61.3
GA,11,2016,35.3,60.3
GA,12,2016,40.7,56.9
GA,13,2016,71,26.6
GA,14,2016,22.1,75
HI,1,2016,63.1,30.5
HI,2,2016,61.4,29.6
IA,1,2016,45.2,48.7
IA,2,2016,45,49.1
IA,3,2016,45,48.5
IA,4,2016,33.5,60.9
ID,1,2016,25.4,63.7
ID,2,2016,29.8,54.5
IL,1,2016,75.4,21.4
IL,2,2016,78,19.1
IL,3,2016,55.2,39.9
IL,4,2016,82.1,13.2
IL,5,2016,70.5,23.9
IL,6,2016,50.2,43.2
IL,7,2016,87.4,9.2
IL,8,2016,58.1,36.4
IL,9,2016,70.1,24.9
IL,10,2016,62,32.6
IL,11,2016,58.9,35.4
IL,12,2016,40.2,55
IL,13,2016,44.2,49.7
IL,14,2016,44.8,48.7
IL,15,2016,24.5,70.7
IL,16,2016,38.3,55.5
IL,17,2016,46.7,47.4
IL,18,2016,33.3,60.6
IN,1,2016,54.1,41.5
IN,2,2016,36.1,59.3
IN,3,2016,30.1,65.1
IN,4,2016,30.2,64.3
IN,5,2016,41.3,53.1
IN,6,2016,27.4,67.7
IN,7,2016,59,36.2
IN,8,2016,30.9,64.6
IN,9,2016,34.2,61.1
KS,1,2016,24.3,69.3
KS,2,2016,37.4,55.8
KS,3,2016,47.2,46
KS,4,2016,33,60.2
KY,1,2016,23.9,72.4
KY,2,2016,27.6,67.5
KY,3,2016,54.9,39.9
KY,4,2016,29.3,65.2
KY,5,2016,17.5,79.6
KY,6,2016,39.4,54.7
LA,1,2016,26.7,68.7
LA,2,2016,74.6,22.2
LA,3,2016,29.2,67.3
LA,4,2016,36.6,60.6
LA,5,2016,34.1,63.5
LA,6,2016,31,64.8
MA,1,2016,57.2,36.5
MA,2,2016,56.2,36.8
MA,3,2016,58.2,35.4
MA,4,2016,59.2,35
MA,5,2016,69.3,25.7
MA,6,2016,56.1,38.2
MA,7,2016,84.1,11.9
MA,8,2016,60.4,34.4
MA,9,2016,52.5,41.8
MD,1,2016,33.4,62
MD,2,2016,60.1,35.7
MD,3,2016,62.8,32.3
MD,4,2016,77.2,19.7
MD,5,2016,64.1,32.1
MD,6,2016,55.3,40.2
MD,7,2016,75.8,20.2
MD,8,2016,65,30.6
ME,1,2016,54.1,39.3
ME,2,2016,41.1,51.4
MI,1,2016,36.6,57.9
MI,2,2016,38.2,55.8
MI,3,2016,42.2,51.6
MI,4,2016,34.7,59.5
MI,5,2016,49.7,45.5
MI,6,2016,42.9,51.3
MI,7,2016,38.7,55.7
MI,8,2016,43.9,50.6
MI,9,2016,51.5,43.7
MI,10,2016,31.6,63.8
MI,11,2016,45.3,49.7
MI,12,2016,60.8,34.5
MI,13,2016,78.8,18.1
MI,14,2016,79.2,18.3
MN,1,2016,38.4,53.3
MN,2,2016,45.3,46.5
MN,3,2016,50.8,41.4
MN,4,2016,61.5,30.6
MN,5,2016,73.7,18.5
MN,6,2016,33.2,58.9
MN,7,2016,31,61.8
MN,8,2016,38.6,54.2
MO,1,2016,77,18.8
MO,2,2016,42.3,52.6
MO,3,2016,28.1,67.1
MO,4,2016,29.3,65.3
MO,5,2016,54.1,40.6
MO,6,2016,31.7,63.1
MO,7,2016,24.7,70.4
MO,8,2016,21,75.4
MS,1,2016,32.4,65.4
MS,2,2016,63.6,35.1
MS,3,2016,36.8,61.3
MS,4,2016,28.2,69.4
MT,1,2016,35.9,56.5
NC,1,2016,67.5,30.5
NC,2,2016,43.6,53.2
NC,3,2016,36.9,60.5
NC,4,2016,68.2,28.2
NC,5,2016,39.8,57.4
NC,6,2016,41.4,56.1
NC,7,2016,39.9,57.6
NC,8,2016,41.1,56.1
NC,9,2016,42.8,54.4
NC,10,2016,36.4,61
NC,11,2016,34,63.2
NC,12,2016,68.4,28.4
NC,13,2016,44,53.4
ND,1,2016,27.7,64.1
NE,1,2016,36.2,57.5
NE,2,2016,46,48.2
NE,3,2016,20,74.9
NH,1,2016,46.6,48.2
NH,2,2016,48.6,46.2
NJ,1,2016,60.6,36.1
NJ,2,2016,46,50.6
NJ,3,2016,45.2,51.4
NJ,4,2016,41,55.8
NJ,5,2016,47.7,48.8
NJ,6,2016,56.2,40.6
NJ,7,2016,48.6,47.5
NJ,8,2016,75.7,21.5
NJ,9,2016,64.3,33.1
NJ,10,2016,85.2,12.8
NJ,11,2016,47.9,48.8
NJ,12,2016,65,31.8
NM,1,2016,51.6,35.1
NM,2,2016,39.9,50.1
NM,3,2016,51.8,36.7
NV,1,2016,61.6,32.6
NV,2,2016,39.7,52
NV,3,2016,46.5,47.5
NV,4,2016,49.5,44.6
NY,1,2016,42.2,54.5
NY,2,2016,43.9,53
NY,3,2016,51.6,45.5
NY,4,2016,53.4,43.8
NY,5,2016,85.7,12.7
NY,6,2016,65.1,32.1
NY,7,2016,86.9,10.4
NY,8,2016,84.6,13.5
NY,9,2016,83.5,14.4
NY,10,2016,78.3,18.8
NY,11,2016,43.8,53.6
NY,12,2016,83.3,13.5
NY,13,2016,92.3,5.4
NY,14,2016,77.7,19.8
NY,15,2016,93.8,4.9
NY,16,2016,75.1,22.5
NY,17,2016,58.6,38.4
NY,18,2016,47.1,49
NY,19,2016,44,50.8
NY,20,2016,54,40.5
NY,21,2016,40,53.9
NY,22,2016,39.3,54.8
NY,23,2016,39.7,54.5
NY,24,2016,48.9,45.3
NY,25,2016,55.5,39.1
NY,26,2016,57.6,38
NY,27,2016,35.2,59.7
OH,1,2016,44.6,51.2
OH,2,2016,39.7,55.8
OH,3,2016,67,28.6
OH,4,2016,30.7,64.3
OH,5,2016,34.6,59.7
OH,6,2016,26.7,69.3
OH,7,2016,32.8,62.5
OH,8,2016,30.6,65.1
OH,9,2016,58.7,36.5
OH,10,2016,44,51.3
OH,11,2016,80.5,17
OH,12,2016,41.9,53.2
OH,13,2016,51.1,44.6
OH,14,2016,42.1,53.6
OH,15,2016,39.9,55.3
OH,16,2016,39.5,56.1
OK,1,2016,32.7,61.4
OK,2,2016,22.8,72.9
OK,3,2016,20.9,73.6
OK,4,2016,28.3,65.7
OK,5,2016,39.8,53.2
OR,1,2016,57.3,34.5
OR,2,2016,36.4,56.5
OR,3,2016,70.7,22.5
OR,4,2016,46.1,46
OR,5,2016,48.3,44.1
PA,1,2016,79.5,18.2
PA,2,2016,90.4,7.6
PA,3,2016,35,61.1
PA,4,2016,37.1,58.6
PA,5,2016,33.5,62.3
PA,6,2016,48.2,47.6
PA,7,2016,49.3,47
PA,8,2016,48,48.2
PA,9,2016,27.2,69.7
PA,10,2016,30.2,66.1
PA,11,2016,36.2,60
PA,12,2016,37.9,58.7
PA,13,2016,65.3,31.7
PA,14,2016,66,30.5
PA,15,2016,44.2,51.8
PA,16,2016,44.2,51
PA,17,2016,43.3,53.4
PA,18,2016,38.5,58.1
RI,1,2016,60.5,34.9
RI,2,2016,51.1,44
SC,1,2016,40.4,53.5
SC,2,2016,38.6,56.3
SC,3,2016,29,67
SC,4,2016,34.5,60.2
SC,5,2016,38.8,57.3
SC,6,2016,66.8,30.3
SC,7,2016,39.1,58
SD,1,2016,31.7,61.5
TN,1,2016,19.7,76.7
TN,2,2016,29.7,65.1
TN,3,2016,30.2,65.4
TN,4,2016,27.4,68.6
TN,5,2016,56.6,38.2
TN,6,2016,23.7,72.6
TN,7,2016,28.2,67.5
TN,8,2016,30.7,66.3
TN,9,2016,77.5,19.8
TX,1,2016,25.3,72.2
TX,2,2016,43.1,52.4
TX,3,2016,40.6,54.8
TX,4,2016,21.8,75.4
TX,5,2016,34.3,62.7
TX,6,2016,41.9,54.2
TX,7,2016,48.5,47.1
TX,8,2016,23.9,72.7
TX,9,2016,79.3,18
TX,10,2016,43.2,52.3
TX,11,2016,19.1,77.8
TX,12,2016,32.7,62.9
TX,13,2016,16.9,79.9
TX,14,2016,38.4,58.2
TX,15,2016,56.7,40
TX,16,2016,67.9,27.2
TX,17,2016,38.8,56.3
TX,18,2016,76.5,20
TX,19,2016,23.5,72.5
TX,20,2016,61,34.3
TX,21,2016,42.5,52.5
TX,22,2016,44.2,52.1
TX,23,2016,49.8,46.4
TX,24,2016,44.5,50.7
TX,25,2016,40.2,55.1
TX,26,2016,34.4,60.9
TX,27,2016,36.5,60.1
TX,28,2016,58.3,38.5
TX,29,2016,71.1,25.4
TX,30,2016,79.1,18.3
TX,31,2016,40.8,53.5
TX,32,2016,48.5,46.6
TX,33,2016,72.9,23.7
TX,34,2016,59.2,37.7
TX,35,2016,64.1,30.5
TX,36,2016,25.2,72
UT,1,2016,22.4,49.7
UT,2,2016,32,46
UT,3,2016,23.3,47.2
UT,4,2016,32.4,39.1
VA,1,2016,41.2,53.6
VA,2,2016,45.4,48.8
VA,3,2016,63.6,31.9
VA,4,2016,58.7,37.1
VA,5,2016,42.3,53.4
VA,6,2016,34.9,59.7
VA,7,2016,44,50.5
VA,8,2016,73.5,20.9
VA,9,2016,27.3,68.8
VA,10,2016,52.2,42.2
VA,11,2016,66.9,27.5
VT,1,2016,56.7,30.3
WA,1,2016,54.1,37.8
WA,2,2016,56.9,34.8
WA,3,2016,42.5,49.9
WA,4,2016,35.1,57.9
WA,5,2016,39.1,52.2
WA,6,2016,51.8,39.5
WA,7,2016,82.1,12.2
WA,8,2016,47.7,44.7
WA,9,2016,70.5,23.3
WA,10,2016,51.3,39.9
WI,1,2016,42.3,52.6
WI,2,2016,65.8,29
WI,3,2016,44.8,49.3
WI,4,2016,74,21.8
WI,5,2016,37.3,57.4
WI,6,2016,38.8,55.7
WI,7,2016,37.3,57.8
WI,8,2016,38.6,56.2
WV,1,2016,26.4,68
WV,2,2016,29.4,65.8
WV,3,2016,23.3,72.5
WY,1,2016,22.5,70.1
AK,1,2012,41.2,55.3
AL,1,2012,37.4,61.8
AL,2,2012,36.4,62.9
AL,3,2012,36.8,62.3
AL,4,2012,24,74.8
AL,5,2012,34.9,63.9
AL,6,2012,24.7,74.3
AL,7,2012,72.4,27.1
AR,1,2012,36.3,61
AR,2,2012,42.9,54.7
AR,3,2012,31.6,65.5
AR,4,2012,35.9,61.8
AZ,1,2012,47.9,50.4
AZ,2,2012,48.4,49.9
AZ,3,2012,61.4,36.9
AZ,4,2012,31,67.2
AZ,5,2012,34.6,63.8
AZ,6,2012,38.8,59.5
AZ,7,2012,71.7,26.5
AZ,8,2012,36.9,61.7
AZ,9,2012,51.1,46.6
CA,1,2012,40.3,56.6
CA,2,2012,69,27
CA,3,2012,54.3,43.1
CA,4,2012,39.5,57.9
CA,5,2012,69.7,27.5
CA,6,2012,69.1,28.3
CA,7,2012,50.8,46.8
CA,8,2012,41.7,55.6
CA,9,2012,57.8,40.1
CA,10,2012,50.6,47
CA,11,2012,67.6,30
CA,12,2012,84.1,12.5
CA,13,2012,87.5,9
CA,14,2012,74.2,23.6
CA,15,2012,68,29.8
CA,16,2012,58.6,39.4
CA,17,2012,71.9,25.5
CA,18,2012,68.2,28.9
CA,19,2012,71.2,26.5
CA,20,2012,70.9,26.2
CA,21,2012,54.6,43.5
CA,22,2012,41.6,56.6
CA,23,2012,36.1,61.5
CA,24,2012,54.1,43.1
CA,25,2012,47.8,49.7
CA,26,2012,54,43.7
CA,27,2012,62.6,35
CA,28,2012,70.3,26.5
CA,29,2012,77,20.5
CA,30,2012,65.3,32.1
CA,31,2012,57.2,40.6
CA,32,2012,65.2,32.5
CA,33,2012,60.6,36.8
CA,34,2012,83,14.1
CA,35,2012,67.4,30.6
CA,36,2012,50.7,47.5
CA,37,2012,84.9,12.7
CA,38,2012,64.9,33
CA,39,2012,47.1,50.8
CA,40,2012,81.5,16.5
CA,41,2012,61.5,36.3
CA,42,2012,41.4,56.5
CA,43,2012,78,20
CA,44,2012,84.7,13.6
CA,45,2012,43,54.8
CA,46,2012,61.4,36.2
CA,47,2012,60,37.5
CA,48,2012,43,54.7
CA,49,2012,45.7,52.4
CA,50,2012,37.6,60.4
CA,51,2012,69.4,28.9
CA,52,2012,52.1,45.7
CA,53,2012,61.4,36.4
CO,1,2012,69,28.8
CO,2,2012,57.9,39.5
CO,3,2012,45.8,51.8
CO,4,2012,39.2,58.5
CO,5,2012,38.3,59.1
CO,6,2012,51.6,46.5
CO,7,2012,56.1,41.3
CT,1,2012,63.3,35.6
CT,2,2012,55.9,42.6
CT,3,2012,62.6,36.3
CT,4,2012,55.1,44
CT,5,2012,53.5,45.3
DE,1,2012,58.6,40
FL,1,2012,30.1,68.5
FL,2,2012,34,64.6
FL,3,2012,41.9,56.6
FL,4,2012,32.8,66.1
FL,5,2012,63.6,35.4
FL,6,2012,46.6,52.2
FL,7,2012,49.4,49.4
FL,8,2012,42.1,56.6
FL,9,2012,55.6,43.4
FL,10,2012,60.7,38.4
FL,11,2012,39.8,59.2
FL,12,2012,45.5,53
FL,13,2012,54.6,43.9
FL,14,2012,57.6,41.2
FL,15,2012,46.6,52.2
FL,16,2012,45.1,53.7
FL,17,2012,41.3,57.6
FL,18,2012,47.7,51.4
FL,19,2012,38.7,60.5
FL,20,2012,82.5,17.1
FL,21,2012,60.4,38.9
FL,22,2012,56.3,43
FL,23,2012,61.4,38
FL,24,2012,85.7,13.9
FL,25,2012,44.9,54.5
FL,26,2012,55.4,43.9
FL,27,2012,53,46.3
GA,1,2012,43,55.9
GA,2,2012,58.6,40.8
GA,3,2012,33,65.9
GA,4,2012,73.6,25.6
GA,5,2012,83.1,15.8
GA,6,2012,37.5,60.8
GA,7,2012,38.3,60.2
GA,8,2012,37.5,61.6
GA,9,2012,20.5,78.1
GA,10,2012,36.3,62.5
GA,11,2012,31.5,66.9
GA,12,2012,43.6,55.4
GA,13,2012,69.2,30
GA,14,2012,25.3,73.2
HI,1,2012,69.7,29
HI,2,2012,71.4,26.7
IA,1,2012,56.2,42.5
IA,2,2012,55.8,42.7
IA,3,2012,51.4,47.2
IA,4,2012,45.3,53.4
ID,1,2012,32.2,64.9
ID,2,2012,33.1,64.1
IL,1,2012,79,20.2
IL,2,2012,80.7,18.5
IL,3,2012,55.9,42.6
IL,4,2012,80.9,17.1
IL,5,2012,66,31.8
IL,6,2012,45.1,53.3
IL,7,2012,87.2,11.8
IL,8,2012,57.4,40.9
IL,9,2012,65,33.3
IL,10,2012,57.5,41.1
IL,11,2012,57.8,40.6
IL,12,2012,49.7,48.2
IL,13,2012,48.6,48.9
IL,14,2012,44.2,54.2
IL,15,2012,34.1,63.9
IL,16,2012,45.2,52.9
IL,17,2012,57.6,40.6
IL,18,2012,37.4,60.7
IN,1,2012,61.2,37.4
IN,2,2012,42.1,56.1
IN,3,2012,35.7,62.5
IN,4,2012,36.9,60.9
IN,5,2012,40.7,57.5
IN,6,2012,37.3,60.4
IN,7,2012,62.9,35.4
IN,8,2012,39.6,58.4
IN,9,2012,40.7,57.2
KS,1,2012,27.6,70.1
KS,2,2012,42,55.6
KS,3,2012,44.3,53.8
KS,4,2012,36.1,61.6
KY,1,2012,32.1,66.4
KY,2,2012,35.1,63.3
KY,3,2012,55.7,42.8
KY,4,2012,34.8,63.4
KY,5,2012,23.2,75
KY,6,2012,42.2,55.8
LA,1,2012,26.9,70.9
LA,2,2012,75.8,22.8
LA,3,2012,32.3,66.1
LA,4,2012,39.7,59
LA,5,2012,37.7,61
LA,6,2012,32,66.1
MA,1,2012,64,34.3
MA,2,2012,58.7,39.2
MA,3,2012,56.9,41.4
MA,4,2012,57.1,41.3
MA,5,2012,65.2,33.1
MA,6,2012,54.7,43.9
MA,7,2012,82.5,15.6
MA,8,2012,57.8,40.8
MA,9,2012,55.5,43.1
MD,1,2012,37.7,60.4
MD,2,2012,63.1,35
MD,3,2012,60.7,37.1
MD,4,2012,78.1,20.8
MD,5,2012,66.1,32.4
MD,6,2012,55.2,42.8
MD,7,2012,76.2,22.3
MD,8,2012,62,36
ME,1,2012,59.6,38.2
ME,2,2012,52.9,44.4
MI,1,2012,45.3,53.6
MI,2,2012,43.1,56
MI,3,2012,45.8,53.1
MI,4,2012,45.5,53.5
MI,5,2012,60.7,38.3
MI,6,2012,48.8,50.2
MI,7,2012,47.9,51
MI,8,2012,48,51.1
MI,9,2012,57.2,41.9
